YEAR,CCSCODE,CCSCATEGORY,NUMDISCHARGES,PERCENTDISCHARGES,RATEDISCHARGES,LOS,MEANCHARGES,AGGCHARGES,PERCENTDISCHARGESED,PERCENTDIED,PERCENTMALE,MEANCOSTS,AGGCOSTS,CCSLVL1,CCSLVL1LABEL
2002,97,Other gastrointestinal diagnostic procedures,14815.346335,0.040564,5.1509209538,8.3940433516,31923.647824,471697712.71,42.696836,4.049856,43.927092,12331.101146,182348022.31,9,Operations on the digestive system
2002,199,Electroencephalogram (EEG),14655.703804,0.040126,5.0954172865,5.3771634923,16367.509894,238460081.75,65.378462,2.200505,47.457554,7150.0837791,103925638.26,16,Miscellaneous diagnostic and therapeutic procedures
2002,77,Proctoscopy and anorectal biopsy,14501.400326,0.039704,5.0417698725,5.8753686064,18924.205672,272850705.61,65.235204,2.056135,45.115253,7572.3245381,109190596.56,9,Operations on the digestive system
2002,163,Other non-OR therapeutic procedures on musculoskeletal system,14134.610277,0.0387,4.9142462554,7.100243919,15091.864308,213043950.87,61.782499,0.664689,30.79485,6092.8635002,86011558.001,14,Operations on the musculoskeletal system
2002,209,Non-imaging nuclear medicine probe or assay,13747.929281,0.037641,4.7798070597,3.862578626,14646.659725,197777131.77,79.108774,,41.675985,6198.0694455,83399884.601,16,Miscellaneous diagnostic and therapeutic procedures
2002,87,Laparoscopy,13362.205709,0.036585,4.6457007362,4.3290609657,21418.901088,286954820.88,53.692578,1.46093,23.94394,8675.1560489,116198498.13,9,Operations on the digestive system
2002,7,Other diagnostic nervous system procedures,12719.248093,0.034825,4.4221606462,9.7936546803,51776.104979,653606889.08,43.862621,13.547362,57.20005,20597.06855,259995327.64,1,Operations on the nervous system
2002,81,Hemorrhoid procedures,12402.586182,0.033958,4.312065314,3.3184644317,12676.291966,157383683.57,31.989984,,50.753707,4996.0647724,62038462.562,9,Operations on the digestive system
2002,190,Contrast arteriogram of femoral and lower extremity arteries,12141.233555,0.033242,4.2211996204,5.1821475897,20836.869005,251682569.28,38.762772,1.669916,55.808002,8140.4048921,98354376.174,16,Miscellaneous diagnostic and therapeutic procedures
2002,105,Kidney transplant,12056.77155,0.033011,4.1918343191,8.0991233352,91996.179371,1109873601,,0.578114,59.458043,36191.601571,436629448.73,10,Operations on the urinary system
2002,180,Other CT scan,12024.992703,0.032924,4.180785618,4.2843377078,12977.562727,155758773.26,78.839981,0.94669,47.961554,6584.6640429,78855085.055,16,Miscellaneous diagnostic and therapeutic procedures
2002,173,Other diagnostic procedures on skin and subcutaneous tissue,11903.84122,0.032592,4.1386643137,8.0325680102,23812.183938,282394824.96,55.543685,2.99163,45.729684,10196.102448,120799145.13,15,Operations on the integumentary system
2002,8,Other non-OR or closed therapeutic nervous system procedures,11822.678708,0.03237,4.1104461624,5.5625315176,15179.261386,179228704.44,57.786254,1.018523,33.92023,6171.559793,72860384.364,1,Operations on the nervous system
2002,20,Other intraocular therapeutic procedures,,,,2.4576444655,14508.441392,169849003.18,10.242563,,,5918.0916713,69258880.069,3,Operations on the eye
2002,128,Diagnostic dilatation and curettage (D&C),11631.835959,0.031847,4.0440949689,3.4924771426,15387.762037,178711646.66,56.676961,,,5736.025383,66655404.565,12,Operations on the female genital organs
2002,32,"Other non-OR therapeutic procedures on nose, mouth and pharynx",11625.986819,0.031831,4.0420613708,3.7691407762,14686.703009,169463054.59,60.227373,0.83549,55.055607,5815.2711272,67122992.391,5,Operations on the nose; mouth; and pharynx
2002,192,Diagnostic ultrasound of head and neck,11523.316742,0.03155,4.0063655836,4.5675444944,14216.570033,165084298.45,72.108982,,44.771908,6657.7175438,76620651.618,16,Miscellaneous diagnostic and therapeutic procedures
2002,26,Other therapeutic ear procedures,10842.804218,0.029687,3.7697686023,3.5953061561,21513.005299,231179873.62,37.308735,0.48934,57.043068,8677.700355,93257466.563,4,Operations on the ear
2002,195,Diagnostic ultrasound of urinary tract,10840.947455,0.029682,3.7691230527,4.6707239103,13649.838698,147600417.52,65.557387,1.404754,45.680417,6137.3023737,66243854.194,16,Miscellaneous diagnostic and therapeutic procedures
2002,56,"Other vascular bypass and shunt, not heart",10575.477412,0.028955,3.6768258378,11.768992841,79615.553454,836702723.11,22.994091,7.96631,55.977232,32756.538964,344058080.97,7,Operations on the cardiovascular system
2002,123,Other operations on fallopian tubes,10370.354245,0.028393,3.6055097042,2.408190353,12554.839174,130306655.6,32.37244,,,5052.0441309,52431770.41,12,Operations on the female genital organs
2002,208,Nuclear medicine imaging of pulmonary,10197.851661,0.027921,3.5455349214,4.8255937036,18205.454115,182310937.03,80.051343,2.643326,37.733003,7605.3228399,75952033.393,16,Miscellaneous diagnostic and therapeutic procedures
2002,183,Routine chest X-ray,,,,4.398659956,,,,,,8791.0966063,87811167.898,16,Miscellaneous diagnostic and therapeutic procedures
2002,64,Bone marrow transplant,9594.2433224,0.026268,3.3356755791,27.223354581,175232.27913,1681790572.2,,6.978857,59.001699,77911.000606,747590257.79,8,Operations on the hemic and lymphatic system
2002,107,"Extracorporeal lithotripsy, urinary",9135.3331617,0.025012,3.176124131,2.3280343403,15196.985606,138238753.38,44.820048,,57.431368,5915.7326471,53826153.792,10,Operations on the urinary system
2002,72,"Colostomy, temporary and permanent",9088.0138874,0.024882,3.1596724169,13.457334538,55954.714891,505574312.25,40.417768,8.164342,46.10152,22101.044145,199721489.83,9,Operations on the digestive system
2002,29,Dental procedures,8816.7734882,0.02414,3.0653689951,6.1166386643,19199.162339,168826210.54,40.624904,,51.909624,7988.9033619,70234296.149,5,Operations on the nose; mouth; and pharynx
2002,130,Other diagnostic procedures female organs,8449.5121456,0.023134,2.9376815214,5.923061689,20869.588673,175623833.37,54.057312,1.82764,,8775.1238214,73783662.219,12,Operations on the female genital organs
2002,187,Intravenous pyelogram,8142.2959407,0.022293,2.8308702224,3.0662115037,9052.9835811,73743018.044,71.377936,,44.35721,3510.9433118,28633704.188,16,Miscellaneous diagnostic and therapeutic procedures
2002,176,"Organ transplantation (other than bone marrow, corneal or kidney)",7891.1527799,0.021605,2.7435541017,23.591734906,205332.82615,1630532934.8,,5.739438,62.306741,85442.453906,677803534.98,16,Miscellaneous diagnostic and therapeutic procedures
2002,204,Swan-Ganz catheterization for monitoring,7491.7530376,0.020512,2.6046929198,9.0609825273,41550.83302,307798382.93,57.433326,27.84416,51.980839,16561.915793,122675827.84,16,Miscellaneous diagnostic and therapeutic procedures
2002,73,Ileostomy and other enterostomy,7167.5431841,0.019624,2.4919733593,14.501900475,54742.67123,389191836.13,40.563058,8.460788,54.270615,21477.658611,152735591.05,9,Operations on the digestive system
2002,28,Plastic procedures on nose,7018.2154605,0.019215,2.4400558891,3.023532715,16838.836439,118453685.92,35.16373,,58.935864,6531.9687982,45950587.237,5,Operations on the nose; mouth; and pharynx
2002,151,Excision of semilunar cartilage of knee,6803.858543,0.018629,2.3655294142,3.088978621,18594.162844,126467717.78,14.01558,,51.196648,7043.1757816,47976641.164,14,Operations on the musculoskeletal system
2002,207,Nuclear medicine imaging of bone,6528.699711,0.017875,2.2698636524,6.5088964103,19371.801602,125850471.2,74.61604,,42.659729,8459.3790752,54852715.305,16,Miscellaneous diagnostic and therapeutic procedures
2002,31,"Diagnostic procedures on nose, mouth and pharynx",6461.3656416,0.017691,2.2464533006,6.9144733435,24421.770301,157240419.95,54.13738,2.48949,54.045546,9695.5041566,62428743.444,5,Operations on the nose; mouth; and pharynx
2002,131,"Other non-OR therapeutic procedures, female organs",6104.9155825,0.016715,2.1225246366,3.4342285617,11262.597466,68034324.836,40.151452,,,4605.6266419,27812158.326,12,Operations on the female genital organs
2002,23,Myringotomy,5942.1916648,0.016269,2.0659496489,4.0519515526,18191.511932,107741123.4,20.68872,,55.736625,7394.4723672,43804537.631,4,Operations on the ear
2002,117,"Other non-OR therapeutic procedures, male genital",5583.2671039,0.015287,1.9411606632,5.1799726016,18029.04165,99543117.254,60.602412,1.283323,100,7170.0333226,39594771.238,11,Operations on the male genital organs
2002,156,"Injections and aspirations of muscles, tendons, bursa, joints and soft tissue",5494.8633551,0.015045,1.9104249172,7.0086195508,17768.667993,97318580.411,58.159358,,48.769954,6920.1971843,37922389.566,14,Operations on the musculoskeletal system
2002,21,Other extraocular muscle and orbit therapeutic procedures,5452.1187145,0.014928,1.8955636874,3.969659083,19954.432228,109390079.86,47.60502,,58.527844,8103.9090622,44398551.914,3,Operations on the eye
2002,16,"Repair of retinal tear, detachment",,,,2.3956915685,15262.420165,81593945.413,,,,6050.6805915,32346463.723,3,Operations on the eye
2002,138,Diagnostic amniocentesis,4965.515369,0.013595,1.7263840198,5.6190099725,10992.180896,54027606.819,8.08778,,,4776.3757027,23451031.467,13,Obstetrical procedures
2002,229,Nonoperative removal of foreign body,4964.7891574,0.013593,1.7261315345,3.4750102824,12191.0803,60791481.964,70.695439,1.544757,58.268079,4861.7841171,24262053.136,16,Miscellaneous diagnostic and therapeutic procedures
2002,181,Myelogram,4646.8671918,0.012723,1.6155981134,5.3272895195,14499.205094,67342428.082,47.345914,,46.513059,5736.5862599,26646590.671,16,Miscellaneous diagnostic and therapeutic procedures
2002,92,Other GI diagnostic procedures,4395.452119,0.012034,1.5281874557,7.1657544742,27669.856635,121334736.44,53.883336,2.990429,45.361333,11266.513038,49396872.078,9,Operations on the digestive system
2002,165,Breast biopsy and other diagnostic procedures on breast,4327.7698368,0.011849,1.5046560392,6.7088340917,21360.589692,91908325.815,52.991285,2.477166,2.545107,8500.7442138,36580375.451,15,Operations on the integumentary system
2002,150,"Division of joint capsule, ligament or cartilage",4201.4901748,0.011503,1.4607517968,2.5527096125,13530.706007,57514248.018,3.121542,,44.734378,5513.990241,23452829.323,14,Operations on the musculoskeletal system
2002,185,Upper gastrointestinal X-ray,4124.0202865,0.011291,1.4338174774,5.3772257497,14523.290481,59532675.623,68.56633,,44.536955,6712.0942177,27376052.253,16,Miscellaneous diagnostic and therapeutic procedures
2002,59,Other OR procedures on vessels of head and neck,4010.914686,0.010982,1.3944935227,6.3631971046,43014.843683,172509988.05,33.649899,4.903519,51.072204,17118.165352,68616151.123,7,Operations on the cardiovascular system
2002,6,Decompression peripheral nerve,3943.2146734,0.010796,1.3709559418,2.8444062866,14639.707645,57783042.316,15.186709,,44.387704,5951.2046864,23490560.318,1,Operations on the nervous system
2002,206,"Microscopic examination (bacterial smear, culture, toxicology)",,,,3.7547158604,9998.6690199,31363933.646,,,,5544.1787883,14582370.608,16,Miscellaneous diagnostic and therapeutic procedures
2002,194,Diagnostic ultrasound of gastrointestinal tract,3484.287365,0.00954,1.2113985318,3.8516511483,9141.7041456,32401496.24,70.012494,,39.552963,4404.6191529,15475808.262,16,Miscellaneous diagnostic and therapeutic procedures
2002,149,Arthroscopy,3351.1868424,0.009175,1.1651228487,3.5559548725,17642.612987,58928678.472,17.973036,,54.581577,7393.6451847,24690520.172,14,Operations on the musculoskeletal system
2002,11,Diagnostic endocrine procedures,3106.1308611,0.008504,1.0799230863,6.7305097221,24356.62141,75275399.501,46.365123,1.741002,33.873456,9288.3537887,28729852.051,2,Operations on the endocrine system
2002,143,Bunionectomy or repair of toe deformities,3040.548738,0.008325,1.0571218419,2.1725435931,12214.467509,37704918.575,,,20.63315,4933.7175057,15237842.158,14,Operations on the musculoskeletal system
2002,116,"Diagnostic procedures, male genital",2874.8626518,0.007871,0.9995169831,7.8830192964,24978.336382,71869866.969,50.543128,,100,10018.226745,28825008.493,11,Operations on the male genital organs
2002,17,Destruction of lesion of retina and choroid,,,,,,,,,,,,3,Operations on the eye
2002,24,Mastoidectomy,2230.2017093,0.006106,0.7753846894,3.3712081722,19775.271862,44147225.425,9.736769,,51.809141,8323.6535135,18560388.526,4,Operations on the ear
2002,126,Abortion (termination of pregnancy),2204.0998839,0.006035,0.7663097453,3.7585690041,13495.206638,29672644.259,31.454009,,,6389.4671502,13972239.646,12,Operations on the female genital organs
2002,15,Lens and cataract procedures,2146.0372765,0.005876,0.7461228462,2.3757605399,11488.025874,24837870.233,14.378946,,40.298299,4922.2356243,10621039.838,3,Operations on the eye
2002,53,"Varicose vein stripping, lower limb",1893.5203574,0.005184,0.6583291045,2.6186358274,12607.136152,24174296.98,9.077263,,42.066532,5040.9946187,9671168.2039,7,Operations on the cardiovascular system
2002,79,Local excision of large intestine lesion (not endoscopic),1314.7598088,0.0036,0.4571087098,5.5800833946,22587.360476,29497524.988,21.171992,,46.997534,9018.0888665,11776897.221,9,Operations on the digestive system
2002,14,Glaucoma procedures,,,,1.9591305767,9945.0606552,11394078.9,,,,3591.6515219,4128121.4051,3,Operations on the eye
2002,18,Diagnostic procedures on eye,,,,6.0032486872,22477.896996,23141146.011,,,,,,3,Operations on the eye
2002,210,Other nuclear medicine imaging,988.45888877,0.002706,0.3436621384,6.6838777226,21107.001533,20644832.067,67.223732,,43.463023,8286.3212961,8109100.0227,16,Miscellaneous diagnostic and therapeutic procedures
2002,50,Extracorporeal circulation auxiliary to open heart procedures,892.50549986,0.002444,0.3103015736,20.500452856,181457.15973,159349125.72,15.564785,34.657195,57.585812,75317.480978,66056536.257,7,Operations on the cardiovascular system
2002,186,Lower gastrointestinal X-ray,763.22178612,0.00209,0.2653528984,3.8632206347,9930.0662631,7602994.7756,64.739831,,52.48935,4708.0974999,3580593.4456,16,Miscellaneous diagnostic and therapeutic procedures
2002,22,Tympanoplasty,,,,1.2604172988,11956.766774,8278188.5968,,,,5016.0967157,3455366.6174,4,Operations on the ear
2002,13,Corneal transplant,553.98441864,0.001517,0.1926063614,3.4436184923,17089.564292,9570026.4413,16.842927,,39.654648,7159.9514454,4005331.5695,3,Operations on the eye
2002,184,Intraoperative cholangiogram,484.06331129,0.001325,0.168296562,6.3141209172,26309.829443,12907013.872,47.033501,,39.537182,9582.1867426,4717753.5787,16,Miscellaneous diagnostic and therapeutic procedures
2002,25,Diagnostic procedures on ear,382.13317562,0.001046,0.1328580336,7.5476835192,22282.265417,8514792.8436,50.308943,,43.862622,8976.4992874,3430218.1786,4,Operations on the ear
2002,182,Mammography,242.33422295,0.000664,0.084253476,6.5457777803,19670.910478,4716871.8689,68.139388,,,9695.1321025,2321163.6675,16,Miscellaneous diagnostic and therapeutic procedures
2002,68,Injection or ligation of esophageal varices,234.55762098,0.000642,0.0815497483,6.4463578576,37515.982793,9230765.05,92.150045,,56.149995,13184.347725,3292960.047,9,Operations on the digestive system
2002,200,Nonoperative urinary system measurements,,,,,,,,,,,,16,Miscellaneous diagnostic and therapeutic procedures
2002,230,"Extracorporeal shock wave lithotripsy, other than urinary",,,,2.5962298032,15754.003945,1376481.804,,,,7866.5243014,687325.43166,16,Miscellaneous diagnostic and therapeutic procedures
2002,46,Coronary thrombolysis,,,,,,,,,,,,7,Operations on the cardiovascular system
2003,137,Other procedures to assist delivery,1295132.5376,3.493314,446.43127272,2.1083875707,6440.7882823,8353872671.8,4.554884,,,2452.4336124,3179897436.9,13,Obstetrical procedures
2003,134,Cesarean section,1135414.4012,3.062512,391.37654371,3.6836722482,12450.16636,14140915531,3.079301,0.017496,,4564.2995095,5184391420.4,13,Obstetrical procedures
2003,115,Circumcision,1062324.6418,2.86537,366.18255517,2.5952871437,3122.2407608,3334065428.2,0.105659,,99.835051,1247.0056526,1327553101.8,11,Operations on the male genital organs
2003,70,"Upper gastrointestinal endoscopy, biopsy",691351.96243,1.864759,238.3085341,5.3826177979,20377.679582,14038837011,69.970632,1.604949,43.315977,7462.4739822,5142622185.6,9,Operations on the digestive system
2003,47,"Diagnostic cardiac catheterization, coronary arteriography",686457.52111,1.851557,236.62142362,3.6753449995,24485.936502,16786357149,58.842082,0.971043,53.241187,8721.3038547,5979745242.2,7,Operations on the cardiovascular system
2003,140,Repair of current obstetric laceration,674469.46628,1.819222,232.48914958,2.0964428399,6345.6829174,4289501683.6,4.057556,,,2410.5097203,1628999667.7,13,Obstetrical procedures
2003,45,Percutaneous coronary angioplasty (PTCA),654269.82303,1.764738,225.52634679,2.853951136,39174.044625,25650516492,31.644483,0.745588,65.818828,13951.545113,9135980930.6,7,Operations on the cardiovascular system
2003,216,Respiratory intubation and mechanical ventilation,597726.69005,1.612227,206.03596871,11.014531433,57567.895056,34147975296,64.769717,28.277876,51.27261,21175.019651,12562021052,16,Miscellaneous diagnostic and therapeutic procedures
2003,124,"Hysterectomy, abdominal and vaginal",572247.53549,1.543503,197.25332209,2.7212214878,15128.547271,8676766867.2,,0.068193,,5724.6903634,3282848611.3,12,Operations on the female genital organs
2003,228,Prophylactic vaccinations and inoculations,539451.52126,1.455043,185.9485591,2.4906579341,3574.8529103,1892492200.6,0.865797,,35.295664,1344.7055979,711971383.95,16,Miscellaneous diagnostic and therapeutic procedures
2003,231,Other therapeutic procedures,521036.15055,1.405372,179.6007938,4.9450961425,16257.567605,8464641419.4,58.060038,2.147646,44.573034,6361.2442292,3308541682,16,Miscellaneous diagnostic and therapeutic procedures
2003,222,Blood transfusion,486077.94449,1.311081,167.55072481,5.6306634914,20818.212433,10101640098,66.078749,5.61557,41.11997,7874.4383582,3819532275,16,Miscellaneous diagnostic and therapeutic procedures
2003,54,"Other vascular catheterization, not heart",432761.80004,1.167273,149.17268741,9.0790155558,34249.161148,14750536824,59.003533,8.620496,41.411403,12531.722211,5398445454.4,7,Operations on the cardiovascular system
2003,152,Arthroplasty knee,415196.7341,1.119895,143.11802156,3.9866408233,31586.104056,13128388935,,0.159972,35.971637,12306.938559,5114477348.2,14,Operations on the musculoskeletal system
2003,84,Cholecystectomy and common duct exploration,384419.44558,1.036881,132.5091119,4.6780488804,26416.69159,10154700541,59.344796,0.783693,32.028647,9767.0912106,3754507146.7,9,Operations on the digestive system
2003,133,Episiotomy,378717.6037,1.021501,130.54369103,2.1618528516,6831.715659,2586347666.1,3.642323,,,2463.6017073,933358824.42,13,Obstetrical procedures
2003,153,"Hip replacement, total and partial",330535.06575,0.89154,113.93520416,5.1654723412,36042.612165,11894321668,27.672601,1.13374,36.764406,13827.904164,4564009162.2,14,Operations on the musculoskeletal system
2003,48,"Insertion, revision, replacement, removal of cardiac pacemaker or cardioverter/defibrillator",299047.99397,0.806611,103.08163271,5.115751538,62334.604199,18613935578,38.843128,1.320537,57.267364,22256.428425,6646563183.9,7,Operations on the cardiovascular system
2003,158,Spinal fusion,289352.23739,0.780459,99.739512256,3.876522171,48673.514814,14098954284,4.939127,0.235535,46.139585,17978.674102,5208172350.3,14,Operations on the musculoskeletal system
2003,80,Appendectomy,288495.14785,0.778148,99.444074096,2.9740158536,17960.180441,5179127262,79.982725,0.102006,53.589175,6785.7662803,1956598267.5,9,Operations on the digestive system
2003,76,Colonoscopy and biopsy,282812.08485,0.762819,97.485126286,5.4021253698,18804.939439,5300731831.8,66.890232,1.05034,38.390335,6953.6591277,1960423482,9,Operations on the digestive system
2003,44,Coronary artery bypass graft (CABG),282150.50199,0.761034,97.257079142,8.8964774221,83746.630522,23630542731,22.294682,2.214149,71.597676,29096.4681,8210005596.8,7,Operations on the cardiovascular system
2003,3,"Laminectomy, excision intervertebral disc",277629.41872,0.74884,95.698664925,2.6834766218,19831.549644,5520581368.3,6.371093,0.143982,52.270384,7215.9357876,2008453126.3,1,Operations on the nervous system
2003,219,Alcohol and drug rehabilitation/detoxification,274364.80519,0.740034,94.57335494,4.8497702565,8649.2837935,2384989346.3,48.758838,0.111702,67.088164,3518.9844034,969279630.13,16,Miscellaneous diagnostic and therapeutic procedures
2003,78,Colorectal resection,269541.42224,0.727024,92.91073824,9.9021354099,46994.181669,12674022898,27.892163,4.03713,46.682946,17697.460063,4772582420.6,9,Operations on the digestive system
2003,58,Hemodialysis,266004.7192,0.717485,91.691639196,5.4667676439,21661.734129,5741872028.8,72.554746,3.633004,49.269045,7696.3646811,2041981032.4,7,Operations on the cardiovascular system
2003,146,"Treatment, fracture or dislocation of hip and femur",261783.45927,0.706099,90.236573873,6.1258522652,30311.258205,7933440409.2,78.289191,1.838141,34.111546,11390.130987,2981381198.4,14,Operations on the musculoskeletal system
2003,4,Diagnostic spinal tap,254785.61358,0.687224,87.824421394,4.9083349219,18481.805327,4700765805.6,70.300259,1.31128,48.493909,6874.750054,1748695504.8,1,Operations on the nervous system
2003,61,Other OR procedures on vessels other than head and neck,241026.86711,0.650113,83.081791187,8.2357592021,52601.638902,12686859755,37.276533,4.568125,49.291575,18883.566634,4555424131.7,7,Operations on the cardiovascular system
2003,135,"Forceps, vacuum, and breech delivery",239812.83414,0.646839,82.663314876,2.2842844992,7227.4347464,1730326027.8,3.01799,,,2687.7053681,643700032.48,13,Obstetrical procedures
2003,193,Diagnostic ultrasound of heart (echocardiogram),230221.12538,0.620967,79.357059628,4.9562664928,20461.943303,4691544718.2,75.907843,1.898198,45.906749,7691.1188507,1762982751.2,16,Miscellaneous diagnostic and therapeutic procedures
2003,169,"Debridement of wound, infection or burn",229881.7817,0.620052,79.240088101,9.8662238612,38002.17173,8748094201.7,52.360471,2.766068,52.961751,13768.99307,3169846096.1,15,Operations on the integumentary system
2003,220,Ophthalmologic and otologic diagnosis and treatment,209953.00716,0.566299,72.370653566,2.5054021682,2598.0057947,546863760.72,0.206664,,34.738247,1048.0298542,220516314.22,16,Miscellaneous diagnostic and therapeutic procedures
2003,94,Other OR upper GI therapeutic procedures,183571.96185,0.495142,63.277125844,5.5137214334,40122.874839,7378319445.1,13.156196,1.974626,31.188734,14414.405384,2651555413.6,9,Operations on the digestive system
2003,147,"Treatment, fracture or dislocation of lower extremity (other than hip or femur)",180600.34955,0.487127,62.25281318,3.9094817653,23305.234681,4206553932.7,66.019313,0.224405,48.068879,8767.0314043,1582411472.3,14,Operations on the musculoskeletal system
2003,39,"Incision of pleura, thoracentesis, chest drainage",180420.16453,0.486641,62.190703531,7.6250093725,27915.55267,5010574824.1,67.437881,6.50388,51.714384,10377.994296,1862862857.4,6,Operations on the respiratory system
2003,213,"Physical therapy exercises, manipulation, and other procedures",152078.84063,0.410197,52.421469162,11.158250847,26764.744277,4064462342.7,15.388071,0.842852,38.555039,9912.2634525,1505446845.9,16,Miscellaneous diagnostic and therapeutic procedures
2003,37,Diagnostic bronchoscopy and biopsy of bronchus,149943.14922,0.404436,51.685297836,9.0404971801,37959.416669,5673308650.6,60.034429,5.560567,53.253272,13630.820701,2037662732.3,6,Operations on the respiratory system
2003,224,Cancer chemotherapy,148296.07384,0.399994,51.117552116,5.6660230482,30760.193042,4552443885.3,6.560196,1.627339,54.623968,11345.067226,1679293215.4,16,Miscellaneous diagnostic and therapeutic procedures
2003,177,Computerized axial tomography (CT) scan head,146110.78706,0.394099,50.364285304,4.2691902948,18924.750932,2756043473.5,86.782659,3.139518,44.86105,7059.1035589,1027800734.2,16,Miscellaneous diagnostic and therapeutic procedures
2003,217,Other respiratory therapy,140124.61187,0.377953,48.300854932,4.0788722007,12531.276895,1760462438,69.021177,2.078764,46.833016,5130.2977791,719388225.64,16,Miscellaneous diagnostic and therapeutic procedures
2003,63,Other non-OR therapeutic cardiovascular procedures,137099.19929,0.369793,47.257997351,5.2935632186,40441.572348,5516539037.5,39.017635,4.054154,58.322777,14519.66834,1980930246.4,7,Operations on the cardiovascular system
2003,51,"Endarterectomy, vessel of head and neck",129598.75794,0.349562,44.672600503,2.8593230961,21704.058771,2819098298,8.578088,0.461995,57.129797,7815.2845173,1015128988.4,7,Operations on the cardiovascular system
2003,174,Other non-OR therapeutic procedures on skin and breast,110407.68493,0.297799,38.057451166,8.2538980861,29650.986627,3262058633.4,48.979895,2.45108,43.419933,10928.769155,1202424082.5,15,Operations on the integumentary system
2003,157,Amputation of lower extremity,109141.2224,0.294383,37.620902424,11.246674659,45906.02844,5010034002.6,36.754776,4.190404,61.154736,16779.651321,1831129858.3,14,Operations on the musculoskeletal system
2003,96,Other OR lower GI therapeutic procedures,107784.80506,0.290724,37.153346323,7.8821477516,35771.996267,3840104858.5,36.8549,2.173181,52.045803,13334.798181,1431682764.3,9,Operations on the digestive system
2003,218,Psychological and psychiatric evaluation and therapy,107178.76427,0.289089,36.94444449,12.057110841,26030.296162,2658015632.3,52.423016,,42.892357,9428.1594822,965386597.75,16,Miscellaneous diagnostic and therapeutic procedures
2003,93,Other non-OR upper GI therapeutic procedures,102333.59091,0.276021,35.274316649,5.486818479,23717.228572,2415964903.4,72.127447,3.502452,52.741012,8493.8706743,865867474.22,9,Operations on the digestive system
2003,160,Other therapeutic procedures on muscles and tendons,99661.418738,0.268813,34.353220785,4.4159613676,22837.248843,2279029924.4,31.968902,0.816181,57.638665,8440.6818063,842325690.48,14,Operations on the musculoskeletal system
2003,168,"Incision and drainage, skin and subcutaneous tissue",98916.515353,0.266804,34.096453113,4.9211911877,16605.987916,1639205999.3,63.717596,0.420524,53.314463,6119.5020281,604167620.46,15,Operations on the integumentary system
2003,86,Other hernia repair,98469.244563,0.265598,33.942279187,4.5276960876,24003.204727,2365472037.7,23.046002,0.710428,37.066567,9110.6422437,897539948.27,9,Operations on the digestive system
2003,113,Transurethral prostatectomy (TURP),97482.356596,0.262936,33.602099601,3.1592423345,14358.232031,1397705810.5,9.608807,0.298158,99.524674,5278.2369494,513804845.69,11,Operations on the male genital organs
2003,227,Other diagnostic procedures,97043.590484,0.261752,33.450857231,4.3243976544,16287.523005,1577906480.9,,,44.836762,6384.9289321,618288767.25,16,Miscellaneous diagnostic and therapeutic procedures
2003,88,Abdominal paracentesis,96470.483984,0.260206,33.253307825,6.8972203629,27199.924331,2602577459.3,64.167441,7.047865,53.955918,9869.9861303,944597104.39,9,Operations on the digestive system
2003,34,"Tracheostomy, temporary and permanent",94192.052137,0.254061,32.467933973,36.288728965,236269.96614,22334981338,60.758769,20.538896,56.99751,85400.724275,8076546629.8,6,Operations on the respiratory system
2003,198,Magnetic resonance imaging,93718.381659,0.252783,32.304660093,5.0969103224,21856.046247,2039842213.5,71.324665,1.164212,42.422115,7901.8300232,737840769.9,16,Miscellaneous diagnostic and therapeutic procedures
2003,49,Other OR heart procedures,91868.686806,0.247794,31.667071581,7.0700386783,66107.004141,6106379730.8,28.915643,9.48506,56.601118,23775.781543,2196890085.4,7,Operations on the cardiovascular system
2003,43,Heart valve procedures,90915.182331,0.245222,31.338399261,11.255186258,116986.87239,10636317205,12.615802,5.556089,56.525403,40777.748185,3708818377.6,7,Operations on the cardiovascular system
2003,99,Other OR gastrointestinal therapeutic procedures,89444.681694,0.241256,30.831518728,10.451108243,57090.80074,5097071193,32.786559,4.047836,45.713378,20742.560748,1851794130.3,9,Operations on the digestive system
2003,95,Other non-OR lower GI therapeutic procedures,88358.11948,0.238325,30.456981499,4.9667377598,18445.054107,1628035745.6,65.209826,1.163968,48.215864,6665.5434094,588557390.69,9,Operations on the digestive system
2003,71,"Gastrostomy, temporary and permanent",88259.076658,0.238058,30.422841508,12.109473949,41558.929423,3651171817.1,64.150193,6.969583,45.451916,15039.297649,1321478300.9,9,Operations on the digestive system
2003,1,Incision and excision of CNS,86659.434838,0.233743,29.8714461,8.7718828191,63972.441336,5542558447.4,39.533029,8.066162,53.660924,23055.377913,1997666117.6,1,Operations on the nervous system
2003,148,Other fracture and dislocation procedure,85904.957442,0.231708,29.611378274,3.9735039588,25451.756718,2180947929.2,57.840288,0.49175,49.3011,9251.4309805,793262691.04,14,Operations on the musculoskeletal system
2003,101,"Transurethral excision, drainage, or removal urinary obstruction",85273.230078,0.230004,29.393622296,3.5262685338,17951.206183,1530422048.7,50.602,0.766192,63.69563,6620.3634326,564450516.95,10,Operations on the urinary system
2003,55,Peripheral vascular bypass,81455.355349,0.219707,28.077603569,7.9884396616,46760.579275,3812990026.7,12.813919,2.162825,58.853063,17000.975583,1386044315.6,7,Operations on the cardiovascular system
